"ts_code","symbol","name","area","industry","market","list_date"
"600182.SH","600182","S*ST佳通","黑龙江","汽车配件","主板","19990507"
"600183.SH","600183","生益科技","广东","元器件","主板","19981028"
"600184.SH","600184","光电股份","湖北","专用机械","主板","20031106"
"600185.SH","600185","格力地产","广东","区域地产","主板","19990611"
"600186.SH","600186","莲花健康","河南","食品","主板","19980825"
"600187.SH","600187","国中水务","黑龙江","水务","主板","19981111"
"600188.SH","600188","兖矿能源","山东","煤炭开采","主板","19980701"
"600189.SH","600189","泉阳泉","吉林","软饮料","主板","19981007"
"600190.SH","600190","锦州港","辽宁","港口","主板","19990609"
"600191.SH","600191","华资实业","内蒙","食品","主板","19981210"
"600192.SH","600192","长城电工","甘肃","电气设备","主板","19981224"
"600193.SH","600193","创兴资源","上海","装修装饰","主板","19990527"
"600195.SH","600195","中牧股份","北京","农业综合","主板","19990107"
"600196.SH","600196","复星医药","上海","化学制药","主板","19980807"
"600197.SH","600197","伊力特","新疆","白酒","主板","19990916"
"600198.SH","600198","大唐电信","北京","通信设备","主板","19981021"
"600199.SH","600199","金种子酒","安徽","白酒","主板","19980812"
"600200.SH","600200","江苏吴中","江苏","化学制药","主板","19990401"
"600201.SH","600201","生物股份","内蒙","农业综合","主板","19990115"
"600202.SH","600202","哈空调","黑龙江","专用机械","主板","19990603"
"600203.SH","600203","福日电子","福建","元器件","主板","19990514"
"600206.SH","600206","有研新材","北京","半导体","主板","19990319"
"600207.SH","600207","安彩高科","河南","电气设备","主板","19990714"
"600208.SH","600208","新湖中宝","浙江","全国地产","主板","19990623"
"600210.SH","600210","紫江企业","上海","广告包装","主板","19990824"
"600211.SH","600211","西藏药业","西藏","中成药","主板","19990721"
"600212.SH","600212","绿能慧充","山东","综合类","主板","19990817"
"600213.SH","600213","亚星客车","江苏","汽车整车","主板","19990831"
"600215.SH","600215","派斯林","吉林","专用机械","主板","19990909"
"600216.SH","600216","浙江医药","浙江","化学制药","主板","19991021"
"600217.SH","600217","中再资环","陕西","环境保护","主板","19991216"
"600218.SH","600218","全柴动力","安徽","汽车配件","主板","19981203"
"600219.SH","600219","南山铝业","山东","铝","主板","19991223"
"600220.SH","600220","江苏阳光","江苏","纺织","主板","19990927"
"600221.SH","600221","海航控股","海南","空运","主板","19991125"
"600222.SH","600222","太龙药业","河南","中成药","主板","19991105"
"600223.SH","600223","鲁商发展","山东","区域地产","主板","20000113"
"600225.SH","600225","卓朗科技","天津","软件服务","主板","20000127"
"600226.SH","600226","ST瀚叶","浙江","互联网","主板","19991116"
"600227.SH","600227","圣济堂","贵州","农药化肥","主板","20000221"
"600228.SH","600228","返利科技","江西","互联网","主板","19990119"
"600229.SH","600229","城市传媒","山东","出版业","主板","20000309"
"600230.SH","600230","沧州大化","河北","化工原料","主板","20000406"
"600231.SH","600231","凌钢股份","辽宁","普钢","主板","20000511"
"600232.SH","600232","金鹰股份","浙江","纺织","主板","20000602"
"600233.SH","600233","圆通速递","辽宁","仓储物流","主板","20000608"
"600234.SH","600234","科新发展","山西","综合类","主板","20000615"
"600235.SH","600235","民丰特纸","浙江","造纸","主板","20000615"
"600236.SH","600236","桂冠电力","广西","水力发电","主板","20000323"
"600237.SH","600237","铜峰电子","安徽","元器件","主板","20000609"
"600238.SH","600238","海南椰岛","海南","红黄酒","主板","20000120"
"600239.SH","600239","ST云城","云南","区域地产","主板","19991202"
"600241.SH","600241","ST时万","辽宁","电气设备","主板","20001128"
"600242.SH","600242","*ST中昌","广东","软件服务","主板","20001207"
"600243.SH","600243","青海华鼎","青海","机床制造","主板","20001120"
"600246.SH","600246","万通发展","北京","区域地产","主板","20000922"
"600248.SH","600248","陕西建工","陕西","建筑工程","主板","20000622"
"600249.SH","600249","两面针","广西","日用化工","主板","20040130"
"600250.SH","600250","南纺股份","江苏","商贸代理","主板","20010306"
"600251.SH","600251","冠农股份","新疆","农业综合","主板","20030609"
"600252.SH","600252","中恒集团","广西","中成药","主板","20001130"
"600255.SH","600255","鑫科材料","安徽","小金属","主板","20001122"
"600256.SH","600256","广汇能源","新疆","石油开采","主板","20000526"
"600257.SH","600257","大湖股份","湖南","渔业","主板","20000612"
"600258.SH","600258","首旅酒店","北京","酒店餐饮","主板","20000601"
"600259.SH","600259","广晟有色","海南","小金属","主板","20000525"
"600261.SH","600261","阳光照明","浙江","家用电器","主板","20000720"
"600262.SH","600262","北方股份","内蒙","专用机械","主板","20000630"
"600265.SH","600265","ST景谷","云南","林业","主板","20000825"
"600266.SH","600266","城建发展","北京","区域地产","主板","19990203"
"600267.SH","600267","海正药业","浙江","化学制药","主板","20000725"
"600268.SH","600268","国电南自","江苏","电气设备","主板","19991118"
"600269.SH","600269","赣粤高速","江西","路桥","主板","20000518"
"600271.SH","600271","航天信息","北京","软件服务","主板","20030711"
"600272.SH","600272","开开实业","上海","医药商业","主板","20010228"
"600273.SH","600273","嘉化能源","浙江","化工原料","主板","20030627"
"600276.SH","600276","恒瑞医药","江苏","化学制药","主板","20001018"
"600277.SH","600277","亿利洁能","内蒙","化工原料","主板","20000725"
"600278.SH","600278","东方创业","上海","商贸代理","主板","20000712"
"600279.SH","600279","重庆港","重庆","港口","主板","20000731"
"600280.SH","600280","中央商场","江苏","百货","主板","20000926"
"600281.SH","600281","华阳新材","山西","小金属","主板","20001109"
"600282.SH","600282","南钢股份","江苏","普钢","主板","20000919"
"600283.SH","600283","钱江水利","浙江","水务","主板","20001018"
"600284.SH","600284","浦东建设","上海","建筑工程","主板","20040316"
"600285.SH","600285","羚锐制药","河南","中成药","主板","20001018"
"600287.SH","600287","江苏舜天","江苏","商贸代理","主板","20000901"
"600288.SH","600288","大恒科技","北京","元器件","主板","20001129"
"600289.SH","600289","ST信通","黑龙江","软件服务","主板","20000720"
"600290.SH","600290","ST华仪","浙江","电气设备","主板","20001106"
"600292.SH","600292","远达环保","重庆","环境保护","主板","20001101"
"600293.SH","600293","三峡新材","湖北","玻璃","主板","20000919"
"600295.SH","600295","鄂尔多斯","内蒙","特种钢","主板","20010426"
"600297.SH","600297","广汇汽车","辽宁","汽车服务","主板","20001116"
"600298.SH","600298","安琪酵母","湖北","食品","主板","20000818"
"600299.SH","600299","安迪苏","北京","饲料","主板","20000420"
"600300.SH","600300","维维股份","江苏","软饮料","主板","20000630"
"600301.SH","600301","南化股份","广西","小金属","主板","20000712"
"600302.SH","600302","标准股份","陕西","纺织机械","主板","20001213"
"600303.SH","600303","ST曙光","辽宁","汽车整车","主板","20001226"
"600305.SH","600305","恒顺醋业","江苏","食品","主板","20010206"
"600306.SH","600306","*ST商城","辽宁","百货","主板","20001226"
"600307.SH","600307","酒钢宏兴","甘肃","普钢","主板","20001220"
"600308.SH","600308","华泰股份","山东","造纸","主板","20000928"
"600309.SH","600309","万华化学","山东","化工原料","主板","20010105"
"600310.SH","600310","桂东电力","广西","水力发电","主板","20010228"
"600312.SH","600312","平高电气","河南","电气设备","主板","20010221"
"600313.SH","600313","农发种业","北京","种植业","主板","20010119"
"600315.SH","600315","上海家化","上海","日用化工","主板","20010315"
"600316.SH","600316","洪都航空","江西","航空","主板","20001215"
"600318.SH","600318","新力金融","安徽","多元金融","主板","20001208"
"600319.SH","600319","亚星化学","山东","化工原料","主板","20010326"
"600320.SH","600320","振华重工","上海","工程机械","主板","20001221"
"600321.SH","600321","正源股份","四川","其他建材","主板","20010524"
"600322.SH","600322","天房发展","天津","区域地产","主板","20010910"
"600323.SH","600323","瀚蓝环境","广东","环境保护","主板","20001225"
"600325.SH","600325","华发股份","广东","区域地产","主板","20040225"
"600326.SH","600326","西藏天路","西藏","水泥","主板","20010116"
"600327.SH","600327","大东方","江苏","医疗保健","主板","20020625"
"600328.SH","600328","中盐化工","内蒙","化工原料","主板","20001222"
"600329.SH","600329","达仁堂","天津","中成药","主板","20010606"
"600330.SH","600330","天通股份","浙江","元器件","主板","20010118"
"600331.SH","600331","宏达股份","四川","铅锌","主板","20011220"
"600332.SH","600332","白云山","广东","中成药","主板","20010206"
"600333.SH","600333","长春燃气","吉林","供气供热","主板","20001211"
"600335.SH","600335","国机汽车","天津","汽车配件","主板","20010305"
"600336.SH","600336","澳柯玛","山东","家用电器","主板","20001229"
"600337.SH","600337","美克家居","江西","家居用品","主板","20001127"
"600338.SH","600338","西藏珠峰","西藏","铅锌","主板","20001227"
"600339.SH","600339","中油工程","新疆","石油加工","主板","20001225"
"600340.SH","600340","华夏幸福","河北","区域地产","主板","20031230"
"600343.SH","600343","航天动力","陕西","航空","主板","20030408"
"600345.SH","600345","长江通信","湖北","通信设备","主板","20001222"
"600346.SH","600346","恒力石化","辽宁","石油加工","主板","20010820"
"600348.SH","600348","华阳股份","山西","煤炭开采","主板","20030821"
"600350.SH","600350","山东高速","山东","路桥","主板","20020318"
"600351.SH","600351","亚宝药业","山西","中成药","主板","20020926"
"600352.SH","600352","浙江龙盛","浙江","染料涂料","主板","20030801"
"600353.SH","600353","旭光电子","四川","元器件","主板","20021120"
"600354.SH","600354","敦煌种业","甘肃","种植业","主板","20040115"
"600355.SH","600355","精伦电子","湖北","元器件","主板","20020613"
"600356.SH","600356","恒丰纸业","黑龙江","造纸","主板","20010419"
"600358.SH","600358","国旅联合","江西","旅游服务","主板","20000922"
"600359.SH","600359","新农开发","新疆","农业综合","主板","19990429"
"600360.SH","600360","华微电子","吉林","半导体","主板","20010316"
"600361.SH","600361","创新新材","北京","超市连锁","主板","20011129"
"600362.SH","600362","江西铜业","江西","铜","主板","20020111"
"600363.SH","600363","联创光电","江西","元器件","主板","20010329"
"600365.SH","600365","ST通葡","吉林","红黄酒","主板","20010115"
"600366.SH","600366","宁波韵升","浙江","矿物制品","主板","20001030"
"600367.SH","600367","红星发展","贵州","化工原料","主板","20010320"
"600368.SH","600368","五洲交通","广西","路桥","主板","20001221"
"600369.SH","600369","西南证券","重庆","证券","主板","20010109"
"600370.SH","600370","三房巷","江苏","化工原料","主板","20030306"
"600371.SH","600371","万向德农","黑龙江","种植业","主板","20020916"
"600372.SH","600372","中航电子","北京","航空","主板","20010706"
"600373.SH","600373","中文传媒","江西","出版业","主板","20020304"
"600375.SH","600375","汉马科技","安徽","汽车整车","主板","20030401"
"600376.SH","600376","首开股份","北京","区域地产","主板","20010312"
"600377.SH","600377","宁沪高速","江苏","路桥","主板","20010116"
"600378.SH","600378","昊华科技","四川","化工原料","主板","20010111"
"600379.SH","600379","宝光股份","陕西","电气设备","主板","20020116"
"600380.SH","600380","健康元","深圳","化学制药","主板","20010608"
"600381.SH","600381","青海春天","青海","医疗保健","主板","20010508"
"600382.SH","600382","ST广珠","广东","普钢","主板","20010118"
"600383.SH","600383","金地集团","深圳","全国地产","主板","20010412"
"600386.SH","600386","北巴传媒","北京","汽车服务","主板","20010216"
"600387.SH","600387","海越能源","浙江","石油贸易","主板","20040218"
"600388.SH","600388","ST龙净","福建","环境保护","主板","20001229"
"600389.SH","600389","江山股份","江苏","农药化肥","主板","20010110"
"600390.SH","600390","五矿资本","湖南","多元金融","主板","20010115"
"600391.SH","600391","航发科技","四川","航空","主板","20011212"
"600392.SH","600392","盛和资源","四川","小金属","主板","20030529"
"600393.SH","600393","粤泰股份","广东","全国地产","主板","20010319"
"600395.SH","600395","盘江股份","贵州","煤炭开采","主板","20010531"
"600396.SH","600396","金山股份","辽宁","火力发电","主板","20010328"
"600397.SH","600397","安源煤业","江西","煤炭开采","主板","20020702"
"600398.SH","600398","海澜之家","江苏","服饰","主板","20001228"
"600399.SH","600399","抚顺特钢","辽宁","特种钢","主板","20001229"
"600400.SH","600400","红豆股份","江苏","服饰","主板","20010108"
"600403.SH","600403","大有能源","河南","煤炭开采","主板","20031009"
"600405.SH","600405","动力源","北京","电气设备","主板","20040401"
"600406.SH","600406","国电南瑞","江苏","电气设备","主板","20031016"
"600408.SH","600408","安泰集团","山西","焦炭加工","主板","20030212"
"600409.SH","600409","三友化工","河北","化纤","主板","20030618"
"600410.SH","600410","华胜天成","北京","软件服务","主板","20040427"
"600415.SH","600415","小商品城","浙江","商品城","主板","20020509"
"600416.SH","600416","湘电股份","湖南","电气设备","主板","20020718"
"600418.SH","600418","江淮汽车","安徽","汽车整车","主板","20010824"
"600419.SH","600419","天润乳业","新疆","乳制品","主板","20010628"
"600420.SH","600420","国药现代","上海","化学制药","主板","20040616"
"600421.SH","600421","华嵘控股","湖北","专用机械","主板","20040607"
"600422.SH","600422","昆药集团","云南","中成药","主板","20001206"
"600423.SH","600423","柳化股份","广西","农药化肥","主板","20030717"
"600425.SH","600425","青松建化","新疆","水泥","主板","20030724"
"600426.SH","600426","华鲁恒升","山东","农药化肥","主板","20020620"
"600428.SH","600428","中远海特","广东","水运","主板","20020418"
"600429.SH","600429","三元股份","北京","乳制品","主板","20030915"
"600433.SH","600433","冠豪高新","广东","造纸","主板","20030619"
"600435.SH","600435","北方导航","北京","专用机械","主板","20030704"
"600436.SH","600436","片仔癀","福建","中成药","主板","20030616"
"600438.SH","600438","通威股份","四川","电气设备","主板","20040302"
"600439.SH","600439","瑞贝卡","河南","服饰","主板","20030710"
"600444.SH","600444","国机通用","安徽","专用机械","主板","20040219"
"600446.SH","600446","金证股份","深圳","软件服务","主板","20031224"
"600448.SH","600448","华纺股份","山东","纺织","主板","20010903"
"600449.SH","600449","宁夏建材","宁夏","水泥","主板","20030829"
"600452.SH","600452","涪陵电力","重庆","水力发电","主板","20040303"
"600455.SH","600455","博通股份","陕西","文教休闲","主板","20040329"
"600456.SH","600456","宝钛股份","陕西","小金属","主板","20020412"
"600458.SH","600458","时代新材","湖南","塑料","主板","20021219"
"600459.SH","600459","贵研铂业","云南","小金属","主板","20030516"
"600460.SH","600460","士兰微","浙江","半导体","主板","20030311"
"600461.SH","600461","洪城环境","江西","水务","主板","20040601"
"600462.SH","600462","ST九有","湖北","广告包装","主板","20030903"
"600463.SH","600463","空港股份","北京","园区开发","主板","20040318"
"600466.SH","600466","蓝光发展","四川","区域地产","主板","20010212"
"600467.SH","600467","好当家","山东","渔业","主板","20040405"
"600468.SH","600468","百利电气","天津","电气设备","主板","20010615"
"600469.SH","600469","风神股份","河南","汽车配件","主板","20031021"
"600470.SH","600470","六国化工","安徽","农药化肥","主板","20040305"
"600475.SH","600475","华光环能","江苏","环境保护","主板","20030721"
"600476.SH","600476","湘邮科技","湖南","软件服务","主板","20031210"
"600477.SH","600477","杭萧钢构","浙江","钢加工","主板","20031110"
"600478.SH","600478","科力远","湖南","电气设备","主板","20030918"
"600479.SH","600479","千金药业","湖南","中成药","主板","20040312"
"600480.SH","600480","凌云股份","河北","汽车配件","主板","20030815"
"600481.SH","600481","双良节能","江苏","机械基件","主板","20030422"
"600482.SH","600482","中国动力","河北","船舶","主板","20040714"
"600483.SH","600483","福能股份","福建","火力发电","主板","20040531"
"600486.SH","600486","扬农化工","江苏","农药化肥","主板","20020425"
"600487.SH","600487","亨通光电","江苏","通信设备","主板","20030822"
"600488.SH","600488","津药药业","天津","化学制药","主板","20010618"
"600489.SH","600489","中金黄金","北京","黄金","主板","20030814"
"600490.SH","600490","鹏欣资源","上海","铜","主板","20030626"
"600491.SH","600491","龙元建设","浙江","建筑工程","主板","20040524"
"600493.SH","600493","凤竹纺织","福建","纺织","主板","20040421"
"600495.SH","600495","晋西车轴","山西","运输设备","主板","20040526"
"600496.SH","600496","精工钢构","安徽","钢加工","主板","20020605"
"600497.SH","600497","驰宏锌锗","云南","铅锌","主板","20040420"
"600498.SH","600498","烽火通信","湖北","通信设备","主板","20010823"
"600499.SH","600499","科达制造","广东","专用机械","主板","20021010"
"600500.SH","600500","中化国际","上海","塑料","主板","20000301"
"600501.SH","600501","航天晨光","江苏","汽车配件","主板","20010615"
"600502.SH","600502","安徽建工","安徽","建筑工程","主板","20030415"
"600503.SH","600503","华丽家族","上海","区域地产","主板","20020709"
"600505.SH","600505","西昌电力","四川","水力发电","主板","20020530"
"600506.SH","600506","统一股份","新疆","化工原料","主板","20011226"
"600507.SH","600507","方大特钢","江西","特种钢","主板","20030930"
"600508.SH","600508","上海能源","上海","煤炭开采","主板","20010829"
"600509.SH","600509","天富能源","新疆","火力发电","主板","20020228"
"600510.SH","600510","黑牡丹","江苏","全国地产","主板","20020618"
"600511.SH","600511","国药股份","北京","医药商业","主板","20021127"
"600512.SH","600512","腾达建设","浙江","建筑工程","主板","20021226"
"600513.SH","600513","联环药业","江苏","化学制药","主板","20030319"
"600515.SH","600515","海南机场","海南","机场","主板","20020806"
"600516.SH","600516","方大炭素","甘肃","矿物制品","主板","20020830"
"600517.SH","600517","国网英大","上海","多元金融","主板","20031010"
"600518.SH","600518","ST康美","广东","中成药","主板","20010319"
"600519.SH","600519","贵州茅台","贵州","白酒","主板","20010827"
"600520.SH","600520","文一科技","安徽","半导体","主板","20020108"
"600521.SH","600521","华海药业","浙江","化学制药","主板","20030304"
"600522.SH","600522","中天科技","江苏","通信设备","主板","20021024"
"600523.SH","600523","贵航股份","贵州","汽车配件","主板","20011227"
"600525.SH","600525","长园集团","深圳","电气设备","主板","20021202"
"600526.SH","600526","菲达环保","浙江","环境保护","主板","20020722"
"600527.SH","600527","江南高纤","江苏","化纤","主板","20031127"
"600528.SH","600528","中铁工业","北京","运输设备","主板","20010528"
"600529.SH","600529","山东药玻","山东","医疗保健","主板","20020603"
"600530.SH","600530","交大昂立","上海","医疗保健","主板","20010702"
"600531.SH","600531","豫光金铅","河南","铅锌","主板","20020730"
"600532.SH","600532","*ST未来","上海","医疗保健","主板","20021031"
"600533.SH","600533","栖霞建设","江苏","区域地产","主板","20020328"
"600535.SH","600535","天士力","天津","中成药","主板","20020823"
"600536.SH","600536","中国软件","北京","软件服务","主板","20020517"
"600537.SH","600537","亿晶光电","浙江","电气设备","主板","20030123"
"600538.SH","600538","国发股份","广西","医药商业","主板","20030114"
"600539.SH","600539","狮头股份","山西","互联网","主板","20010824"
"600540.SH","600540","新赛股份","新疆","种植业","主板","20040107"
"600543.SH","600543","莫高股份","甘肃","红黄酒","主板","20040324"
"600545.SH","600545","卓郎智能","新疆","纺织机械","主板","20031203"
"600546.SH","600546","山煤国际","山西","煤炭开采","主板","20030731"
"600547.SH","600547","山东黄金","山东","黄金","主板","20030828"
"600548.SH","600548","深高速","深圳","路桥","主板","20011225"
"600549.SH","600549","厦门钨业","福建","小金属","主板","20021107"
"600550.SH","600550","保变电气","河北","电气设备","主板","20010228"
"600551.SH","600551","时代出版","安徽","出版业","主板","20020905"
"600552.SH","600552","凯盛科技","安徽","元器件","主板","20021108"
"600556.SH","600556","天下秀","广西","互联网","主板","20010807"
"600557.SH","600557","康缘药业","江苏","中成药","主板","20020918"
"600558.SH","600558","大西洋","四川","钢加工","主板","20010227"
"600559.SH","600559","老白干酒","河北","白酒","主板","20021029"
"600560.SH","600560","金自天正","北京","电气设备","主板","20020919"
"600561.SH","600561","江西长运","江西","公共交通","主板","20020716"
"600562.SH","600562","国睿科技","江苏","通信设备","主板","20030128"
"600563.SH","600563","法拉电子","福建","元器件","主板","20021210"
"600565.SH","600565","迪马股份","重庆","全国地产","主板","20020723"
"600566.SH","600566","济川药业","湖北","中成药","主板","20010822"
"600567.SH","600567","山鹰国际","安徽","造纸","主板","20011218"
"600568.SH","600568","ST中珠","湖北","医疗保健","主板","20010518"
"600569.SH","600569","安阳钢铁","河南","普钢","主板","20010820"
"600570.SH","600570","恒生电子","浙江","软件服务","主板","20031216"
"600571.SH","600571","信雅达","浙江","软件服务","主板","20021101"
"600572.SH","600572","康恩贝","浙江","中成药","主板","20040412"
"600573.SH","600573","惠泉啤酒","福建","啤酒","主板","20030226"
"600575.SH","600575","淮河能源","安徽","铁路","主板","20030328"
"600576.SH","600576","祥源文旅","浙江","影视音像","主板","20030220"
"600577.SH","600577","精达股份","安徽","电气设备","主板","20020911"
"600578.SH","600578","京能电力","北京","火力发电","主板","20020510"
"600579.SH","600579","克劳斯","山东","化工机械","主板","20020809"
"600580.SH","600580","卧龙电驱","浙江","电气设备","主板","20020606"
"600581.SH","600581","八一钢铁","新疆","普钢","主板","20020816"
"600582.SH","600582","天地科技","北京","工程机械","主板","20020515"
"600583.SH","600583","海油工程","天津","石油开采","主板","20020205"
"600584.SH","600584","长电科技","江苏","半导体","主板","20030603"
"600585.SH","600585","海螺水泥","安徽","水泥","主板","20020207"
"600586.SH","600586","金晶科技","山东","玻璃","主板","20020815"
"600587.SH","600587","新华医疗","山东","医疗保健","主板","20020927"
"600588.SH","600588","用友网络","北京","软件服务","主板","20010518"
"600589.SH","600589","ST榕泰","广东","塑料","主板","20010612"
"600590.SH","600590","泰豪科技","江西","电气设备","主板","20020703"
"600592.SH","600592","龙溪股份","福建","机械基件","主板","20020805"
"600593.SH","600593","大连圣亚","辽宁","旅游服务","主板","20020711"
"600594.SH","600594","益佰制药","贵州","中成药","主板","20040323"
"600595.SH","600595","中孚实业","河南","铝","主板","20020626"
"600596.SH","600596","新安股份","浙江","化工原料","主板","20010906"
"600597.SH","600597","光明乳业","上海","乳制品","主板","20020828"
"600598.SH","600598","北大荒","黑龙江","种植业","主板","20020329"
"600599.SH","600599","ST熊猫","湖南","化工原料","主板","20010828"
"600600.SH","600600","青岛啤酒","山东","啤酒","主板","19930827"
"600601.SH","600601","*ST方科","上海","元器件","主板","19901219"
"600602.SH","600602","云赛智联","上海","软件服务","主板","19901219"
"600603.SH","600603","广汇物流","四川","区域地产","主板","19920113"
"600604.SH","600604","市北高新","上海","园区开发","主板","19920327"
"600605.SH","600605","汇通能源","上海","房产服务","主板","19920327"
"600606.SH","600606","绿地控股","上海","建筑工程","主板","19920327"
"600608.SH","600608","ST沪科","上海","商贸代理","主板","19920327"
"600609.SH","600609","金杯汽车","辽宁","汽车配件","主板","19920724"
"600610.SH","600610","中毅达","贵州","化工原料","主板","19920805"
"600611.SH","600611","大众交通","上海","公共交通","主板","19920807"
"600612.SH","600612","老凤祥","上海","服饰","主板","19920814"
"600613.SH","600613","神奇制药","上海","中成药","主板","19920820"
"600615.SH","600615","丰华股份","重庆","小金属","主板","19920910"
"600616.SH","600616","金枫酒业","上海","红黄酒","主板","19920929"
"600617.SH","600617","国新能源","山西","供气供热","主板","19921013"
"600618.SH","600618","氯碱化工","上海","化工原料","主板","19921113"
"600619.SH","600619","海立股份","上海","家用电器","主板","19921116"
"600620.SH","600620","天宸股份","上海","综合类","主板","19921117"
"600621.SH","600621","华鑫股份","上海","证券","主板","19921202"
"600622.SH","600622","光大嘉宝","上海","区域地产","主板","19921203"
"600623.SH","600623","华谊集团","上海","化工原料","主板","19921204"
"600624.SH","600624","复旦复华","上海","化学制药","主板","19930105"
"600626.SH","600626","申达股份","上海","汽车配件","主板","19930107"
"600628.SH","600628","新世界","上海","百货","主板","19930119"
"600629.SH","600629","华建集团","上海","建筑工程","主板","19930209"
"600630.SH","600630","龙头股份","上海","纺织","主板","19930209"
"600633.SH","600633","浙数文化","浙江","互联网","主板","19930304"
"600635.SH","600635","大众公用","上海","供气供热","主板","19930304"
"600636.SH","600636","国新文化","上海","文教休闲","主板","19930316"
"600637.SH","600637","东方明珠","上海","影视音像","主板","19930316"
"600638.SH","600638","新黄浦","上海","区域地产","主板","19930326"
"600639.SH","600639","浦东金桥","上海","园区开发","主板","19930326"
"600640.SH","600640","国脉文化","上海","影视音像","主板","19930407"
"600641.SH","600641","万业企业","上海","区域地产","主板","19930407"
"600642.SH","600642","申能股份","上海","火力发电","主板","19930416"
"600643.SH","600643","爱建集团","上海","多元金融","主板","19930426"
"600644.SH","600644","乐山电力","四川","水力发电","主板","19930426"
"600645.SH","600645","中源协和","天津","生物制药","主板","19930504"
"600647.SH","600647","同达创业","上海","综合类","主板","19930504"
"600648.SH","600648","外高桥","上海","园区开发","主板","19930504"
"600649.SH","600649","城投控股","上海","区域地产","主板","19930518"
"600650.SH","600650","锦江在线","上海","公共交通","主板","19930607"
"600651.SH","600651","飞乐音响","上海","电器仪表","主板","19901219"
"600653.SH","600653","申华控股","辽宁","汽车服务","主板","19901219"
"600654.SH","600654","*ST中安","湖北","软件服务","主板","19901219"
"600655.SH","600655","豫园股份","上海","百货","主板","19920902"
"600657.SH","600657","信达地产","北京","全国地产","主板","19930524"
"600658.SH","600658","电子城","北京","园区开发","主板","19930524"
"600660.SH","600660","福耀玻璃","福建","汽车配件","主板","19930610"
"600661.SH","600661","昂立教育","上海","文教休闲","主板","19930614"
"600662.SH","600662","外服控股","上海","文教休闲","主板","19930614"
"600663.SH","600663","陆家嘴","上海","园区开发","主板","19930628"
"600664.SH","600664","哈药股份","黑龙江","化学制药","主板","19930629"
"600665.SH","600665","天地源","陕西","全国地产","主板","19930709"
"600666.SH","600666","*ST瑞德","黑龙江","元器件","主板","19930712"
"600667.SH","600667","太极实业","江苏","半导体","主板","19930728"
"600668.SH","600668","尖峰集团","浙江","水泥","主板","19930728"
"600671.SH","600671","ST目药","浙江","中成药","主板","19930823"
"600673.SH","600673","东阳光","广东","铝","主板","19930917"
"600674.SH","600674","川投能源","四川","水力发电","主板","19930924"
"600675.SH","600675","中华企业","上海","区域地产","主板","19930924"
"600676.SH","600676","交运股份","上海","汽车配件","主板","19930928"
"600678.SH","600678","四川金顶","四川","水泥","主板","19931008"
"600679.SH","600679","上海凤凰","上海","文教休闲","主板","19931008"
"600681.SH","600681","百川能源","湖北","供气供热","主板","19931018"
"600682.SH","600682","南京新百","江苏","生物制药","主板","19931018"
"600683.SH","600683","京投发展","浙江","区域地产","主板","19931025"
"600684.SH","600684","珠江股份","广东","全国地产","主板","19931028"
"600685.SH","600685","中船防务","广东","船舶","主板","19931028"
"600686.SH","600686","金龙汽车","福建","汽车整车","主板","19931108"
"600688.SH","600688","上海石化","上海","石油加工","主板","19931108"
"600689.SH","600689","上海三毛","上海","纺织","主板","19931108"
"600690.SH","600690","海尔智家","山东","家用电器","主板","19931119"
"600691.SH","600691","阳煤化工","山西","农药化肥","主板","19931119"
"600692.SH","600692","亚通股份","上海","房产服务","主板","19931119"
"600693.SH","600693","东百集团","福建","百货","主板","19931122"
"600694.SH","600694","大商股份","辽宁","百货","主板","19931122"
"600696.SH","600696","岩石股份","上海","白酒","主板","19931206"
"600697.SH","600697","欧亚集团","吉林","百货","主板","19931206"
"600698.SH","600698","湖南天雁","湖南","汽车配件","主板","19931206"
"600699.SH","600699","均胜电子","浙江","汽车配件","主板","19931206"
"600702.SH","600702","舍得酒业","四川","白酒","主板","19960524"
"600703.SH","600703","三安光电","湖北","半导体","主板","19960528"
"600704.SH","600704","物产中大","浙江","仓储物流","主板","19960606"
"600705.SH","600705","中航产融","黑龙江","多元金融","主板","19960516"
"600706.SH","600706","曲江文旅","陕西","旅游服务","主板","19960516"
"600707.SH","600707","彩虹股份","陕西","元器件","主板","19960520"
"600708.SH","600708","光明地产","上海","全国地产","主板","19960606"
"600710.SH","600710","苏美达","江苏","商贸代理","主板","19960701"
"600711.SH","600711","盛屯矿业","福建","小金属","主板","19960531"
"600712.SH","600712","南宁百货","广西","百货","主板","19960626"
"600713.SH","600713","南京医药","江苏","医药商业","主板","19960701"
"600714.SH","600714","金瑞矿业","青海","化工原料","主板","19960606"
"600715.SH","600715","文投控股","辽宁","影视音像","主板","19960701"
"600716.SH","600716","凤凰股份","江苏","区域地产","主板","19960702"
"600717.SH","600717","天津港","天津","港口","主板","19960614"
"600718.SH","600718","东软集团","辽宁","软件服务","主板","19960618"
"600719.SH","600719","大连热电","辽宁","供气供热","主板","19960716"
"600720.SH","600720","祁连山","甘肃","水泥","主板","19960716"
"600721.SH","600721","百花医药","新疆","生物制药","主板","19960626"
"600722.SH","600722","金牛化工","河北","化工原料","主板","19960626"
"600724.SH","600724","宁波富达","浙江","区域地产","主板","19960716"
"600725.SH","600725","云维股份","云南","焦炭加工","主板","19960702"
