ts_code,name,market,publisher,category,base_date,base_point,list_date
143416.MI,MSCI卡塔尔伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143417.MI,MSCI卡塔尔伊斯兰中盘,MSCI,MSCI,规模指数,20090227,1000,
143418.MI,MSCI罗马尼亚伊斯兰,MSCI,MSCI,规模指数,20081125,1000,
143419.MI,MSCI俄罗斯伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143421.MI,MSCI俄罗斯伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143422.MI,MSCI沙特阿拉伯国内伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143423.MI,MSCI沙特阿拉伯国内伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143424.MI,MSCI沙特阿拉伯国内伊斯兰中盘,MSCI,MSCI,规模指数,20080530,1000,
143426.MI,MSCI沙特阿拉伯国内伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143428.MI,MSCI斯洛文尼亚伊斯兰,MSCI,MSCI,规模指数,20081125,1000,
143429.MI,MSCI南非伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143431.MI,MSCI南非伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143432.MI,MSCI斯里兰卡伊斯兰,MSCI,MSCI,规模指数,,,
143433.MI,MSCI台湾伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143435.MI,MSCI台湾伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143436.MI,MSCI泰国伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143438.MI,MSCI泰国伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143440.MI,MSCI土耳其伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143442.MI,MSCI土耳其伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143443.MI,MSCI乌克兰伊斯兰,MSCI,MSCI,规模指数,20081125,1000,
143444.MI,MSCI阿联酋伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143446.MI,MSCI阿联酋伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143447.MI,MSCI阿联酋伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143448.MI,MSCI阿联酋伊斯兰中盘,MSCI,MSCI,规模指数,20080530,1000,
143449.MI,MSCI越南伊斯兰,MSCI,MSCI,规模指数,20081125,1000,
143600.MI,MSCI阿拉伯国内伊斯兰,MSCI,MSCI,规模指数,20080530,1000,
143601.MI,MSCI阿拉伯国内伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143602.MI,MSCI阿拉伯国内伊斯兰中盘,MSCI,MSCI,规模指数,20080530,1000,
143603.MI,MSCI阿拉伯国内伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143605.MI,MSCI阿拉伯国内伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143656.MI,MSCI阿拉伯市场(除沙特)伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143657.MI,MSCI阿拉伯市场(除沙特)伊斯兰中盘,MSCI,MSCI,规模指数,20080530,1000,
143658.MI,MSCI阿拉伯市场(除沙特)伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143660.MI,MSCI阿拉伯市场(除沙特)伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143771.MI,MSCI阿联酋境内市场伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143772.MI,MSCI阿联酋境内市场伊斯兰中盘,MSCI,MSCI,规模指数,20080530,1000,
143774.MI,MSCI阿联酋境内市场伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143775.MI,MSCI阿联酋境内市场伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143776.MI,MSCI卡塔尔国内伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143777.MI,MSCI卡塔尔国内伊斯兰中盘,MSCI,MSCI,规模指数,20090227,1000,
143779.MI,MSCI卡塔尔国内伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143780.MI,MSCI卡塔尔国内伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143781.MI,MSCI阿曼国内伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143782.MI,MSCI阿曼国内伊斯兰中盘,MSCI,MSCI,规模指数,20080530,1000,
143784.MI,MSCI阿曼国内伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143785.MI,MSCI阿曼国内伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143786.MI,MSCI科威特国内伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143787.MI,MSCI科威特国内伊斯兰中盘,MSCI,MSCI,规模指数,20080530,1000,
143789.MI,MSCI科威特国内伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143790.MI,MSCI科威特国内伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143791.MI,MSCI巴林国内伊斯兰大盘,MSCI,MSCI,规模指数,20080530,1000,
143792.MI,MSCI巴林国内伊斯兰中盘,MSCI,MSCI,规模指数,20090227,1000,
143794.MI,MSCI巴林国内伊斯兰中小盘,MSCI,MSCI,规模指数,20081125,1000,
143795.MI,MSCI巴林国内伊斯兰可投资,MSCI,MSCI,规模指数,20081125,1000,
143852.MI,MSCI全球+前沿市场(除美国)可投资,MSCI,MSCI,规模指数,20070531,1000,
143853.MI,MSCI全球+前沿市场(除日本)可投资,MSCI,MSCI,规模指数,20070531,1000,
143854.MI,MSCI欧洲发达新兴及前沿市场CIS可投资,MSCI,MSCI,规模指数,20070531,1000,
143855.MI,MSCI亚洲发达新兴及前沿市场可投资,MSCI,MSCI,规模指数,20070531,1000,
143856.MI,MSCI东欧新兴市场(除俄)大盘,MSCI,MSCI,规模指数,20070531,1000,
143857.MI,MSCI东欧新兴市场(除俄)中盘,MSCI,MSCI,规模指数,20070531,1000,
143859.MI,MSCI东欧新兴市场(除俄)中小盘,MSCI,MSCI,规模指数,20070531,1000,
143860.MI,MSCI东欧新兴市场(除俄)可投资,MSCI,MSCI,规模指数,20070531,1000,
143861.MI,MSCI东欧新兴市场(除俄)价值,MSCI,MSCI,价值指数,20070531,1000,
143862.MI,MSCI东欧新兴市场(除俄)成长,MSCI,MSCI,成长指数,20070531,1000,
143863.MI,MSCI东欧新兴市场(除俄)大盘价值,MSCI,MSCI,价值指数,20070531,1000,
143864.MI,MSCI东欧新兴市场(除俄)大盘成长,MSCI,MSCI,成长指数,20070531,1000,
143865.MI,MSCI东欧新兴市场(除俄)中盘价值,MSCI,MSCI,价值指数,20070531,1000,
143866.MI,MSCI东欧新兴市场(除俄)中盘成长,MSCI,MSCI,成长指数,20070531,1000,
143869.MI,MSCI东欧新兴市场(除俄)中小盘价值,MSCI,MSCI,价值指数,20070531,1000,
143870.MI,MSCI东欧新兴市场(除俄)中小盘成长,MSCI,MSCI,成长指数,20070531,1000,
143871.MI,MSCI东欧新兴市场(除俄)可投资价值,MSCI,MSCI,价值指数,20070531,1000,
143872.MI,MSCI东欧新兴市场(除俄)可投资成长,MSCI,MSCI,成长指数,20070531,1000,
143873.MI,MSCI东欧新兴市场(除俄)伊斯兰,MSCI,MSCI,规模指数,20070531,1000,
143874.MI,MSCI东欧新兴市场(除俄)伊斯兰大盘,MSCI,MSCI,规模指数,20070531,1000,
143875.MI,MSCI东欧新兴市场(除俄)伊斯兰中盘,MSCI,MSCI,规模指数,20070531,1000,
143877.MI,MSCI东欧新兴市场(除俄)伊斯兰中小盘,MSCI,MSCI,规模指数,20070531,1000,
143878.MI,MSCI东欧新兴市场(除俄)伊斯兰可投资,MSCI,MSCI,规模指数,20070531,1000,
145820.MI,MSCI中国A股在岸公司质量(美元),MSCI,MSCI,策略指数,,,
145820L.MI,MSCI中国A股在岸公司质量(人民币),MSCI,MSCI,策略指数,,,
300000.MI,MSCI欧盟+英国价值,MSCI,MSCI,价值指数,20001229,1000,
300001.MI,MSCI欧洲(除欧盟)价值,MSCI,MSCI,价值指数,20001229,1000,
300002.MI,MSCI欧洲(除德国)价值,MSCI,MSCI,价值指数,20001229,1000,
300003.MI,MSCI欧洲(除瑞士)价值,MSCI,MSCI,价值指数,20001229,1000,
300004.MI,MSCI欧洲(除英国瑞士)价值,MSCI,MSCI,价值指数,20001229,1000,
300005.MI,MSCI发达市场(除欧盟)价值,MSCI,MSCI,价值指数,20001229,1000,
300006.MI,MSCI发达市场(除欧洲)价值,MSCI,MSCI,价值指数,20001229,1000,
300007.MI,MSCI全球(除澳)价值,MSCI,MSCI,价值指数,20001229,1000,
300008.MI,MSCI全球(除欧盟)价值,MSCI,MSCI,价值指数,20001229,1000,
300009.MI,MSCI全球(除欧洲)价值,MSCI,MSCI,价值指数,20001229,1000,
300010.MI,MSCI全球(除瑞士)价值,MSCI,MSCI,价值指数,20001229,1000,
300011.MI,MSCI全球(除英国)价值,MSCI,MSCI,价值指数,20001229,1000,
300012.MI,MSCI欧盟+英国成长,MSCI,MSCI,成长指数,20001229,1000,
300013.MI,MSCI欧洲(除欧盟)成长,MSCI,MSCI,成长指数,20001229,1000,
300014.MI,MSCI欧洲(除德国)成长,MSCI,MSCI,成长指数,20001229,1000,
300015.MI,MSCI欧洲(除瑞士)成长,MSCI,MSCI,成长指数,20001229,1000,
300016.MI,MSCI欧洲(除英国瑞士)成长,MSCI,MSCI,成长指数,20001229,1000,
300017.MI,MSCI发达市场(除欧盟)成长,MSCI,MSCI,成长指数,20001229,1000,
300018.MI,MSCI发达市场(除欧洲)成长,MSCI,MSCI,成长指数,20001229,1000,
300019.MI,MSCI全球(除澳)成长,MSCI,MSCI,成长指数,20001229,1000,
300020.MI,MSCI全球(除欧盟)成长,MSCI,MSCI,成长指数,20001229,1000,
300021.MI,MSCI全球(除欧洲)成长,MSCI,MSCI,成长指数,20001229,1000,
300022.MI,MSCI全球(除瑞士)成长,MSCI,MSCI,成长指数,20001229,1000,
300023.MI,MSCI全球(除英国)成长,MSCI,MSCI,成长指数,20001229,1000,
300400.MI,MSCI以色列,MSCI,MSCI,规模指数,19921231,100,
300600.MI,MSCI太平洋全市场,MSCI,MSCI,规模指数,19871231,100,
300900.MI,MSCI太平洋全市场(除日本香港),MSCI,MSCI,规模指数,19871231,100,
301000.MI,MSCI远东全市场(除日本香港),MSCI,MSCI,规模指数,19871231,100,
301700.MI,MSCI亚洲,MSCI,MSCI,规模指数,19871231,100,
302000.MI,MSCI亚太地区,MSCI,MSCI,规模指数,19871231,100,
302200.MI,MSCI欧洲全市场&中东,MSCI,MSCI,规模指数,19871231,100,
302400.MI,MSCI中国(美元),MSCI,MSCI,规模指数,19991231,100,20010101
302400L.MI,MSCI中国(Local),MSCI,MSCI,规模指数,19921231,100,
302401.MI,MSCI中国(除A股B股),MSCI,MSCI,规模指数,,,
302900.MI,MSCI欧洲新兴市场,MSCI,MSCI,规模指数,19871231,100,
303000.MI,MSCI东欧新兴市场,MSCI,MSCI,规模指数,19960902,100,
398001.SZ,湾创100,SZSE,深交所,主题指数,20170630,1000,20190409
398002.SZ,南山50,SZSE,深交所,主题指数,20121231,1000,20191231
398003.SZ,国证芯片,SZSE,深交所,二级行业指数,20021231,1000,20150217
399001.SZ,深证成指,SZSE,深交所,规模指数,19940720,1000,19950123
399002.SZ,深成指R,SZSE,深交所,规模指数,19940720,1000,19950123
399003.SZ,深成B指,SZSE,深交所,规模指数,19940720,1000,19950123
399004.SZ,深证100R,SZSE,深交所,规模指数,20021231,1000,20030102
399005.SZ,中小板指,SZSE,深交所,规模指数,20050607,1000,20060124
399006.SZ,创业板指,SZSE,深交所,规模指数,20100531,1000,20100601
399007.SZ,深证300,SZSE,深交所,规模指数,20041231,1000,20091104
399008.SZ,中小300,SZSE,深交所,规模指数,20100319,1000,20100322
399009.SZ,深证200,SZSE,深交所,规模指数,20041231,1000,20110901
399010.SZ,深证700,SZSE,深交所,规模指数,20041231,1000,20110901
399011.SZ,深证1000,SZSE,深交所,规模指数,20041231,1000,20110901
399012.SZ,创业300,SZSE,深交所,规模指数,20120629,1000,20130107
399013.SZ,深市精选,SZSE,深交所,主题指数,20041231,1000,20140530
399015.SZ,中小创新,SZSE,深交所,规模指数,20111230,1000,20150324
399016.SZ,深证创新,SZSE,深交所,主题指数,20121231,1000,20161201
399017.SZ,SME创新,SZSE,深交所,主题指数,20121231,1000,20161201
399018.SZ,创业创新,SZSE,深交所,主题指数,20121231,1000,20161201
399050.SZ,创新引擎,SZSE,深交所,主题指数,20121231,1000,20180731
399088.SZ,深创100,SZSE,深交所,主题指数,20121231,1000,20200218
399100.SZ,深证新综指,SZSE,深交所,综合指数,20051230,1107.23,20060216
399101.SZ,中小板综,SZSE,深交所,综合指数,20050607,1000,20051201
399102.SZ,创业板综,SZSE,深交所,综合指数,20100531,1000,20100820
399103.SZ,乐富指数,SZSE,深交所,其他,20041231,1000,20111202
399106.SZ,深证综指,SZSE,深交所,综合指数,19910403,100,19910404
399107.SZ,深证A指,SZSE,深交所,综合指数,19910403,100,19921004
399108.SZ,深证B指,SZSE,深交所,综合指数,19920228,100,19921006
399110.SZ,农林牧渔指数,SZSE,深交所,综合指数,19910403,100,20010702
399120.SZ,采掘业指数,SZSE,深交所,综合指数,19910403,100,20010702
399130.SZ,制造业指数,SZSE,深交所,综合指数,19910403,100,20010702
399131.SZ,食品饮料指数,SZSE,深交所,综合指数,19910403,100,20010702
399132.SZ,纺织服装指数,SZSE,深交所,综合指数,19910403,100,20010702
399133.SZ,木材家具指数,SZSE,深交所,综合指数,19910403,100,20010702
399134.SZ,造纸印刷指数,SZSE,深交所,综合指数,19910403,100,20010702
399135.SZ,石化塑胶指数,SZSE,深交所,综合指数,19910403,100,20010702
399136.SZ,电子指数,SZSE,深交所,综合指数,19910403,100,20010702
399137.SZ,金属非金属指数,SZSE,深交所,综合指数,19910403,100,20010702
399138.SZ,机械设备指数,SZSE,深交所,综合指数,19910403,100,20010702
399139.SZ,医药生物指数,SZSE,深交所,综合指数,19910403,100,20010702
399140.SZ,水电煤气指数,SZSE,深交所,综合指数,19910403,100,20010702
399150.SZ,建筑业指数,SZSE,深交所,综合指数,19910403,100,20010702
399160.SZ,运输仓储指数,SZSE,深交所,综合指数,19910403,100,20010702
399170.SZ,信息技术指数,SZSE,深交所,综合指数,19910403,100,20010702
399180.SZ,批发零售指数,SZSE,深交所,综合指数,19910403,100,20010702
399190.SZ,金融保险指数,SZSE,深交所,综合指数,19910403,100,20010702
399200.SZ,房地产业指数,SZSE,深交所,综合指数,19910403,100,20010702
399210.SZ,社会服务指数,SZSE,深交所,综合指数,19910403,100,20010702
399220.SZ,传播文化指数,SZSE,深交所,综合指数,19910403,100,20010702
399230.SZ,综合类指数,SZSE,深交所,综合指数,19910403,100,20010702
399231.SZ,农林指数,SZSE,深交所,综合指数,19910403,100,20130304
399232.SZ,采矿指数,SZSE,深交所,综合指数,19910403,100,20130304
399233.SZ,制造指数,SZSE,深交所,综合指数,19910403,100,20130304
399234.SZ,水电指数,SZSE,深交所,综合指数,19910403,100,20130304
399235.SZ,建筑指数,SZSE,深交所,综合指数,19910403,100,20130304
399236.SZ,批零指数,SZSE,深交所,综合指数,19910403,100,20130304
399237.SZ,运输指数,SZSE,深交所,综合指数,19910403,100,20130304
399238.SZ,餐饮指数,SZSE,深交所,综合指数,19910403,100,20130304
399239.SZ,IT指数,SZSE,深交所,综合指数,19910403,100,20130304
399240.SZ,金融指数,SZSE,深交所,综合指数,19910403,100,20130304
399241.SZ,地产指数,SZSE,深交所,综合指数,19910403,100,20130304
399242.SZ,商务指数,SZSE,深交所,综合指数,19910403,100,20130304
399243.SZ,科研指数,SZSE,深交所,综合指数,19910403,100,20130304
399244.SZ,公共指数,SZSE,深交所,综合指数,19910403,100,20130304
399248.SZ,文化指数,SZSE,深交所,综合指数,19910403,100,20130304
399249.SZ,综企指数,SZSE,深交所,综合指数,19910403,100,20130304
399277.SZ,公共健康,SZSE,深交所,主题指数,20121231,1000,20200508
399278.SZ,长江100,SZSE,深交所,主题指数,20121231,1000,20200508
399279.SZ,云科技50,SZSE,深交所,主题指数,20121231,1000,20200508
399280.SZ,生物50,SZSE,深交所,主题指数,20121231,1000,20200508
399281.SZ,电子50,SZSE,深交所,主题指数,20121231,1000,20200508
399282.SZ,大数据50,SZSE,深交所,主题指数,20121231,1000,20200218
399283.SZ,机器人50,SZSE,深交所,主题指数,20121231,1000,20200218
399284.SZ,AI 50,SZSE,深交所,主题指数,20121231,1000,20200218
399285.SZ,物联网50,SZSE,深交所,主题指数,20121231,1000,20200218
399286.SZ,区块链50,SZSE,深交所,主题指数,20121231,1000,20191224
399290.SZ,深转交债,SZSE,深交所,债券指数,20171229,100,20190606
399291.SZ,创精选88,SZSE,深交所,主题指数,20121231,1000,20191106
399292.SZ,民企发展,SZSE,深交所,主题指数,20140630,1000,20190305
399293.SZ,创业大盘,SZSE,深交所,规模指数,20121231,1000,20190418
399294.SZ,中小创Q,SZSE,深交所,价值指数,20021231,1000,20190606
399295.SZ,创业蓝筹,SZSE,深交所,主题指数,20121231,1000,20190123
399296.SZ,创成长,SZSE,深交所,主题指数,20121231,1000,20190123
399297.SZ,新浪100,SZSE,深交所,主题指数,20131231,1000,20171222
399298.SZ,深信中高,SZSE,深交所,债券指数,20081231,100,20140925
399299.SZ,深信中低,SZSE,深交所,债券指数,20081231,100,20140925
399300.SZ,沪深300,SZSE,中证公司,规模指数,20041231,1000,20050408
399301.SZ,深信用债,SZSE,深交所,债券指数,20081231,100,20130111
399302.SZ,深公司债,SZSE,深交所,债券指数,20081231,100,20130111
399303.SZ,国证2000,SZSE,深交所,规模指数,20091231,3326.4448,20140328
399305.SZ,深证基金指数,SZSE,深交所,其他,20000630,1000,20000703
399306.SZ,深证ETF,SZSE,深交所,其他,20101231,1000,20111202
399307.SZ,深证转债,SZSE,深交所,债券指数,20111231,100,20140827
399310.SZ,国证A50,SZSE,深交所,规模指数,20021231,1000,20050905
399311.SZ,国证1000,SZSE,深交所,规模指数,20021231,1000,20050203
399312.SZ,国证300,SZSE,深交所,规模指数,20021231,1000,20050203
399313.SZ,巨潮100,SZSE,深交所,规模指数,20021231,1000,20050203
399314.SZ,巨潮大盘,SZSE,深交所,规模指数,20021231,1000,20050203
399315.SZ,巨潮中盘,SZSE,深交所,规模指数,20021231,1000,20050203
399316.SZ,巨潮小盘,SZSE,深交所,规模指数,20021231,1000,20050203
399317.SZ,国证A指,SZSE,深交所,综合指数,20021231,1000,20050203
399318.SZ,国证B指,SZSE,深交所,综合指数,20021231,1000,20050203
399319.SZ,资源优势,SZSE,深交所,主题指数,20041231,1000,20050104
399320.SZ,国证服务,SZSE,深交所,主题指数,20041231,1000,20050104
399321.SZ,国证红利,SZSE,深交所,主题指数,20041231,1000,20050104
399322.SZ,国证治理,SZSE,深交所,主题指数,20021231,1000,20051212
399324.SZ,深证红利,SZSE,深交所,主题指数,20021231,1000,20060124
399326.SZ,成长40,SZSE,深交所,主题指数,20021231,1000,20060124
399328.SZ,深证治理,SZSE,深交所,主题指数,20021231,1000,20060124
399329.SZ,中小板100指数P,SZSE,深交所,规模指数,20050607,1000,20060124
399330.SZ,深证100,SZSE,深交所,规模指数,20021231,1000,20060124
399332.SZ,深证创新(旧),SZSE,深交所,主题指数,20021231,1000,20060227
399333.SZ,中小板指R,SZSE,深交所,规模指数,20050607,1000,20061227
399335.SZ,深证央企,SZSE,深交所,主题指数,20041231,1000,20090803
399337.SZ,深证民营,SZSE,深交所,主题指数,20041231,1000,20090803
399339.SZ,深证科技,SZSE,深交所,主题指数,20041231,1000,20090803
399341.SZ,深证责任,SZSE,深交所,主题指数,20090630,1000,20090803
399344.SZ,深证300R,SZSE,深交所,规模指数,20041231,1000,20091104
399346.SZ,深证成长,SZSE,深交所,成长指数,20041231,1000,20091104
399348.SZ,深证价值,SZSE,深交所,价值指数,20041231,1000,20091104
399350.SZ,皖江30,SZSE,深交所,主题指数,20100630,1000,20121218
399351.SZ,创新示范,SZSE,深交所,主题指数,20040831,864.38,20040901
399352.SZ,深企综指,SZSE,深交所,主题指数,20040831,864.38,20050203
399353.SZ,国证物流,SZSE,深交所,主题指数,20021231,1000,20050301
399354.SZ,分析师指数,SZSE,深交所,策略指数,20060428,1231.15,20061125
399355.SZ,CBN长江,SZSE,深交所,主题指数,20021231,1000,20070702
399356.SZ,CBN珠江,SZSE,深交所,主题指数,20021231,1000,20070702
399357.SZ,CBN渤海,SZSE,深交所,主题指数,20021231,1000,20070702
399358.SZ,国证环保,SZSE,深交所,主题指数,20021231,1000,20080102
399359.SZ,国证基建,SZSE,深交所,主题指数,20041231,1000,20090803
399360.SZ,新硬件,SZSE,深交所,主题指数,20041231,1000,20090803
399361.SZ,在线消费,SZSE,深交所,主题指数,20041231,1000,20090803
399362.SZ,民企100,SZSE,深交所,主题指数,20041231,1000,20090803
399363.SZ,云科技,SZSE,深交所,主题指数,20041231,1000,20090803
399364.SZ,消费100,SZSE,深交所,主题指数,20041231,1000,20090803
399365.SZ,国证农业,SZSE,深交所,主题指数,20041231,1000,20091104
399366.SZ,国证大宗,SZSE,深交所,主题指数,20041231,1000,20091104
399367.SZ,1000地产,SZSE,深交所,行业指数,20041231,1000,20091104
399368.SZ,国证军工,SZSE,深交所,主题指数,20041231,1000,20091104
399369.SZ,国证责任,SZSE,深交所,主题指数,20090630,1000,20091104
399370.SZ,国证成长,SZSE,深交所,成长指数,20021231,1000,20100104
399371.SZ,国证价值,SZSE,深交所,价值指数,20021231,1000,20100104
399372.SZ,大盘成长,SZSE,深交所,成长指数,20021231,1000,20100104
399373.SZ,大盘价值,SZSE,深交所,价值指数,20021231,1000,20100104
399374.SZ,中盘成长,SZSE,深交所,成长指数,20021231,1000,20100104
399375.SZ,中盘价值,SZSE,深交所,价值指数,20021231,1000,20100104
399376.SZ,小盘成长,SZSE,深交所,成长指数,20021231,1000,20100104
399377.SZ,小盘价值,SZSE,深交所,价值指数,20021231,1000,20100104
399378.SZ,ESG 300,SZSE,深交所,主题指数,20100630,1000,20100920
399379.SZ,国证基金,SZSE,深交所,其他,20041231,1000,20111202
399380.SZ,国证ETF,SZSE,深交所,其他,20101231,1000,20111202
399381.SZ,1000能源,SZSE,深交所,一级行业指数,20021231,1000,20111202
399382.SZ,1000材料,SZSE,深交所,一级行业指数,20021231,1000,20111202
399383.SZ,1000工业,SZSE,深交所,一级行业指数,20021231,1000,20111202
399384.SZ,1000可选,SZSE,深交所,一级行业指数,20021231,1000,20111202
399385.SZ,1000消费,SZSE,深交所,一级行业指数,20021231,1000,20111202
399386.SZ,1000医药,SZSE,深交所,一级行业指数,20021231,1000,20111202
399387.SZ,1000金融,SZSE,深交所,一级行业指数,20021231,1000,20111202
399388.SZ,1000信息,SZSE,深交所,一级行业指数,20021231,1000,20111202
399389.SZ,国证通信,SZSE,深交所,主题指数,20021231,1000,20111202
399390.SZ,1000公用,SZSE,深交所,一级行业指数,20021231,1000,20111202
399391.SZ,投资时钟,SZSE,深交所,主题指数,20061229,1000,20120326
399392.SZ,国证新兴,SZSE,深交所,主题指数,20090630,1000,20120328
399393.SZ,国证地产,SZSE,深交所,主题指数,20041231,1000,20120820
399394.SZ,国证医药,SZSE,深交所,主题指数,20041231,1000,20121029
399395.SZ,国证有色,SZSE,深交所,主题指数,20041231,1000,20121029
399396.SZ,国证食品,SZSE,深交所,主题指数,20041231,1000,20121029
399397.SZ,国证文化,SZSE,深交所,主题指数,20090630,1000,20121109
399398.SZ,绩效指数,SZSE,深交所,主题指数,20021231,1000,20121119
399399.SZ,中经GDP,SZSE,深交所,主题指数,20050630,1000,20121123
399400.SZ,大中盘,SZSE,深交所,规模指数,20021231,1000,20130320
399401.SZ,中小盘,SZSE,深交所,规模指数,20021231,1000,20130320
399402.SZ,周期100,SZSE,深交所,主题指数,20041231,1000,20131028
399403.SZ,防御100,SZSE,深交所,主题指数,20041231,1000,20131028
399404.SZ,大盘低波,SZSE,深交所,策略指数,20041231,1000,20131205
399405.SZ,大盘高贝,SZSE,深交所,策略指数,20041231,1000,20131205
399406.SZ,中盘低波,SZSE,深交所,策略指数,20041231,1000,20131205
399407.SZ,中盘高贝,SZSE,深交所,策略指数,20041231,1000,20131205
399408.SZ,小盘低波,SZSE,深交所,策略指数,20041231,1000,20131205
399409.SZ,小盘高贝,SZSE,深交所,策略指数,20041231,1000,20131205
399410.SZ,苏州率先,SZSE,深交所,主题指数,20111230,1000,20131212
399411.SZ,红利100,SZSE,深交所,策略指数,20081231,1000,20140410
399412.SZ,国证新能,SZSE,深交所,主题指数,20100630,1000,20140516
399413.SZ,国证转债,SZSE,深交所,债券指数,20111231,100,20140827
399415.SZ,I100,SZSE,深交所,主题指数,20100129,1000,20140912
399416.SZ,I300,SZSE,深交所,主题指数,20100129,1000,20140912
399417.SZ,新能源车,SZSE,深交所,主题指数,20100630,1000,20140924
399418.SZ,国证国安,SZSE,深交所,主题指数,20081231,1000,20141121
399419.SZ,国证高铁,SZSE,深交所,主题指数,20100630,1000,20141210
399420.SZ,国证保证,SZSE,深交所,主题指数,20100630,1000,20141210
399422.SZ,中关村A,SZSE,深交所,主题指数,20081231,1000,20161221
399423.SZ,中关村50,SZSE,深交所,主题指数,20081231,1000,20150205
399427.SZ,专利领先,SZSE,深交所,策略指数,20090630,1000,20150217
399428.SZ,国证定增,SZSE,深交所,主题指数,20121231,1000,20150217
399429.SZ,新丝路,SZSE,深交所,主题指数,20111230,1000,20150108
399431.SZ,国证银行,SZSE,深交所,一级行业指数,20021231,1000,20141230
399432.SZ,智能汽车,SZSE,深交所,一级行业指数,20021231,1000,20141230
399433.SZ,国证交运,SZSE,深交所,一级行业指数,20021231,1000,20141230
399434.SZ,国证传媒,SZSE,深交所,一级行业指数,20021231,1000,20141230
399435.SZ,国证农牧,SZSE,深交所,一级行业指数,20021231,1000,20141230
399436.SZ,国证煤炭,SZSE,深交所,一级行业指数,20021231,1000,20141230
399437.SZ,证券龙头,SZSE,深交所,一级行业指数,20021231,1000,20141230
399438.SZ,国证电力,SZSE,深交所,一级行业指数,20021231,1000,20141230
399439.SZ,国证油气,SZSE,深交所,一级行业指数,20021231,1000,20141230
399440.SZ,国证钢铁,SZSE,深交所,一级行业指数,20021231,1000,20141230
399441.SZ,生物医药,SZSE,深交所,主题指数,20091231,1000,20150120
399481.SZ,企债指数,SZSE,深交所,债券指数,20021231,100,20030102
399550.SZ,央视50,SZSE,深交所,主题指数,20100630,2563.07,20120606
399551.SZ,央视创新,SZSE,深交所,主题指数,20100630,2563.07,20130606
399552.SZ,央视成长,SZSE,深交所,主题指数,20100630,2563.07,20130606
399553.SZ,央视回报,SZSE,深交所,主题指数,20100630,2563.07,20130606
399554.SZ,央视治理,SZSE,深交所,主题指数,20100630,2563.07,20130606
399555.SZ,央视责任,SZSE,深交所,主题指数,20100630,2563.07,20130606
399556.SZ,央视生态,SZSE,深交所,主题指数,20100630,1000,20140606
399557.SZ,央视文化,SZSE,深交所,主题指数,20100630,1000,20140606
399602.SZ,中小成长,SZSE,深交所,成长指数,20100319,1000,20100524
399604.SZ,中小价值,SZSE,深交所,价值指数,20100319,1000,20100524
399606.SZ,创业板指R,SZSE,深交所,规模指数,20100531,1000,20100601
399608.SZ,科技100,SZSE,深交所,主题指数,20070629,1000,20101018
399610.SZ,TMT50,SZSE,深交所,主题指数,20041231,1000,20101108
399611.SZ,中创100R,SZSE,深交所,规模指数,20070629,1000,20110228
399612.SZ,中创100,SZSE,深交所,规模指数,20070629,1000,20110228
399613.SZ,深证能源,SZSE,深交所,一级行业指数,20041231,1000,20110615
